,eventid,iyear,imonth,iday,country_txt,provstate,city,latitude,longitude,gname,targtype1_txt,Threat
5042,199908140006,1999,8,14,India,Jammu and Kashmir,Magam,34.092796,74.58959200000001,Unknown,Military,60.44504046438079
5043,199908140007,1999,8,14,India,Jammu and Kashmir,Rajpora,33.822873,74.853637,Unknown,Military,60.44504046438079
5044,199908140008,1999,8,14,India,Jammu and Kashmir,Devar Lolab,34.455549,74.44955300000001,Unknown,Military,60.44504046438079
5045,199908140009,1999,8,14,Pakistan,Balochistan,Quetta,30.200819,66.994354,Unknown,Private Citizens & Property,60.44504046438079
5046,199908150001,1999,8,15,India,Jammu and Kashmir,Chenani,33.035542,75.285157,Lashkar-e-Taiba (LeT),Police,42.7217714321123
5047,199908150002,1999,8,15,India,Jammu and Kashmir,Chenani,33.035542,75.285157,Lashkar-e-Taiba (LeT),Police,42.7217714321123
5048,199908160002,1999,8,16,Sri Lanka,Eastern,Pulmoddai,8.941674,80.986695,Liberation Tigers of Tamil Eelam (LTTE),Military,52.925560465320395
5049,199908200001,1999,8,20,India,Assam,Cachar District,24.801748999999997,92.944764,Dima Halao Daoga (DHD),Business,19.33173592458612
5050,199908200002,1999,8,20,India,Assam,Nalbari District,26.441740000000003,91.393395,Dima Halao Daoga (DHD),Business,19.33173592458612
5051,199908200003,1999,8,20,Sri Lanka,Western,Colombo,6.941837,79.861687,Liberation Tigers of Tamil Eelam (LTTE),Military,52.925560465320395
5052,199909010002,1999,9,1,Sri Lanka,Northern,Vavuniya,8.757816,80.48790699999999,Liberation Tigers of Tamil Eelam (LTTE),Government (General),52.925560465320395
5053,199909060004,1999,9,6,India,Tripura,Manu,23.997294,91.9906,National Liberation Front of Tripura (NLFT),Government (General),32.301278828248016
5054,199909090001,1999,9,9,India,Jammu and Kashmir,Doda,33.14575,75.548049,Unknown,Violent Political Party,60.44504046438079
5055,199909130002,1999,9,13,Sri Lanka,Northern,Vavuniya,8.757816,80.48790699999999,Unknown,Transportation,60.44504046438079
5056,199909150001,1999,9,15,India,Jammu and Kashmir,Tangmang,34.059979999999996,74.424533,Unknown,Military,60.44504046438079
5057,199909160006,1999,9,16,India,Jammu and Kashmir,Laudara,33.778175,76.576171,Unknown,Military,60.44504046438079
5058,199909170003,1999,9,17,Sri Lanka,Eastern,Punchisigiriya,8.885503,80.276733,Liberation Tigers of Tamil Eelam (LTTE),Private Citizens & Property,52.925560465320395
5059,199909230003,1999,9,23,Sri Lanka,Eastern,Batticaloa,7.733107,81.68881999999999,Liberation Tigers of Tamil Eelam (LTTE),Military,52.925560465320395
5060,199909250002,1999,9,25,India,Bihar,Deepkarhar,25.096073999999998,85.313119,Unknown,Government (General),60.44504046438079
5061,199909250003,1999,9,25,India,Bihar,Sursand District,26.644215999999997,85.720507,Others,Violent Political Party,20.808997525464687
5062,199909260001,1999,9,26,Sri Lanka,Northern,Unknown,8.885503,80.276733,Liberation Tigers of Tamil Eelam (LTTE),Maritime,52.925560465320395
5063,199909260002,1999,9,26,Sri Lanka,Uva,Badulla,6.9934009999999995,81.05498100000001,Unknown,Transportation,60.44504046438079
5064,199909260005,1999,9,26,India,Jammu and Kashmir,Pastun,33.991776,75.07489,Unknown,Government (General),60.44504046438079
5065,199909260006,1999,9,26,India,Tripura,Unknown,23.940848000000003,91.988153,National Liberation Front of Tripura (NLFT),Military,32.301278828248016
5066,199909290001,1999,9,29,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,Others,Government (General),12.156064792086193
5067,199910010003,1999,10,1,Pakistan,Sindh,Karachi,24.891115,67.143311,Sunni Muslim extremists,Religious Figures/Institutions,25.94987697173376
5068,199910010004,1999,10,1,Pakistan,Punjab,Multan,30.197843,71.467629,Sunni Muslim extremists,Private Citizens & Property,25.94987697173376
5069,199910020004,1999,10,2,India,Assam,Unknown,26.275268,92.953375,Unknown,Military,60.44504046438079
5070,199910020005,1999,10,2,India,West Bengal,Kolkata,22.551729,88.35234100000001,Unknown,Government (General),60.44504046438079
5071,199910020006,1999,10,2,India,Assam,Tinsukia District,27.491929,95.347833,United Liberation Front of Assam (ULFA),Police,41.301458151996584
5072,199910020007,1999,10,2,India,Assam,Kachugaon,26.379309999999997,90.02539399999999,Others,Government (General),25.484612218180775
5073,199910020008,1999,10,2,India,Manipur,Henglep,24.48338,93.52365,Unknown,Military,60.44504046438079
5074,199910020016,1999,10,2,India,Assam,Nagaon District,26.236915999999997,92.608133,United Liberation Front of Assam (ULFA),Government (General),41.301458151996584
5075,199910020017,1999,10,2,India,Assam,Kathalguri,27.315444,95.28621600000001,Unknown,Police,60.44504046438079
5076,199910020018,1999,10,2,India,Assam,Tinsukia District,27.491929,95.347833,United Liberation Front of Assam (ULFA),Police,41.301458151996584
5077,199910030001,1999,10,3,India,Assam,Barpeta District,26.353393,91.10444100000001,United Liberation Front of Assam (ULFA),Government (General),41.301458151996584
5078,199910030002,1999,10,3,India,Tripura,Dhalai District,23.919906,91.85030400000001,All Tripura Tiger Force (ATTF),Military,24.23512189203562
5079,199910030004,1999,10,3,India,Manipur,Unknown,24.663717000000002,93.906269,Unknown,Government (General),60.44504046438079
5080,199910060017,1999,10,6,Pakistan,Balochistan,Quetta,30.200819,66.994354,Unknown,Government (General),60.44504046438079
5081,199910070001,1999,10,7,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,Others,Transportation,7.133160430521241
5082,199910070003,1999,10,7,Pakistan,Punjab,Rawalpindi,33.594013000000004,73.06907700000001,Unknown,Journalists & Media,60.44504046438079
5083,199910080001,1999,10,8,Bangladesh,Khulna,Khulna,22.845641,89.540328,Unknown,Religious Figures/Institutions,60.44504046438079
5084,199910080002,1999,10,8,Bangladesh,Dhaka,Dhaka,23.791275,90.418205,Unknown,Journalists & Media,60.44504046438079
5085,199910080003,1999,10,8,Bangladesh,Dhaka,Dhaka,23.791275,90.418205,Unknown,Religious Figures/Institutions,60.44504046438079
5086,199910100001,1999,10,10,Bangladesh,Dhaka,Dhaka,23.791275,90.418205,Unknown,Private Citizens & Property,60.44504046438079
5087,199910100005,1999,10,10,Bangladesh,Dhaka,Dhaka,23.791275,90.418205,Unknown,Religious Figures/Institutions,60.44504046438079
5088,199910100006,1999,10,10,Pakistan,Punjab,Muzaffargarh,30.070125,71.188743,Unknown,Private Citizens & Property,60.44504046438079
5089,199910180004,1999,10,18,Sri Lanka,Northern,Vankalai,8.894099,79.93466,Liberation Tigers of Tamil Eelam (LTTE),Police,52.925560465320395
5090,199910220001,1999,10,22,Pakistan,Punjab,Lahore,31.505470000000003,74.34288000000001,Muslim extremists,Religious Figures/Institutions,34.638027193715416
5091,199910230002,1999,10,23,India,Jammu and Kashmir,Jammu,32.726602,74.857026,Unknown,Private Citizens & Property,60.44504046438079
5092,199911000001,1999,11,0,Nepal,Mid-Western,Rolpa district,28.383435,82.648299,Maoists,Police,46.548636158096706
5093,199911020001,1999,11,2,Sri Lanka,Western,Colombo,6.941837,79.861687,Unknown,Government (General),60.44504046438079
5094,199911030004,1999,11,3,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,Lashkar-e-Taiba (LeT),Military,42.7217714321123
5095,199911040003,1999,11,4,Pakistan,Punjab,Muridke,31.802201,74.25731999999999,Unknown,Terrorists/Non-State Militia,60.44504046438079
5096,199911040006,1999,11,4,Pakistan,Punjab,Muridke,31.802201,74.25731999999999,Unknown,Terrorists/Non-State Militia,60.44504046438079
5097,199911040007,1999,11,4,Pakistan,Punjab,Muridke,31.802201,74.25731999999999,Unknown,Terrorists/Non-State Militia,60.44504046438079
5098,199911090004,1999,11,9,Nepal,Western,Lamjung district,28.276549,84.35420500000001,Maoists,Government (General),46.548636158096706
5099,199911100003,1999,11,10,Sri Lanka,North Central,Galkulama,8.273502,80.500775,Liberation Tigers of Tamil Eelam (LTTE),Private Citizens & Property,52.925560465320395
5100,199911110001,1999,11,11,India,Himachal Pradesh,Kandrori,32.184315999999995,75.66914799999999,Unknown,Transportation,60.44504046438079
5101,199911120002,1999,11,12,Pakistan,Islamabad Capital Territory,Islamabad,33.671638,73.05606800000001,Unknown,Government (Diplomatic),60.44504046438079
5102,199911120003,1999,11,12,Pakistan,Islamabad Capital Territory,Islamabad,33.671638,73.05606800000001,Unknown,Government (Diplomatic),60.44504046438079
5103,199911120004,1999,11,12,Pakistan,Islamabad Capital Territory,Islamabad,33.671638,73.05606800000001,Unknown,Government (Diplomatic),60.44504046438079
5104,199911120005,1999,11,12,Pakistan,Islamabad Capital Territory,Islamabad,33.671638,73.05606800000001,Unknown,Government (Diplomatic),60.44504046438079
5105,199911120006,1999,11,12,Pakistan,Islamabad Capital Territory,Islamabad,33.671638,73.05606800000001,Unknown,Government (General),60.44504046438079
5106,199911120007,1999,11,12,Pakistan,Islamabad Capital Territory,Islamabad,33.671638,73.05606800000001,Unknown,Government (General),60.44504046438079
5107,199911130003,1999,11,13,India,Himachal Pradesh,Kandrori,32.184315999999995,75.66914799999999,Unknown,Transportation,60.44504046438079
5108,199911140003,1999,11,14,India,Maharashtra,Panchavati,19.751479999999997,75.713888,All Tripura Tiger Force (ATTF),Private Citizens & Property,24.23512189203562
5109,199911140004,1999,11,14,Sri Lanka,North Central,Eppawala,8.144427,80.411537,Liberation Tigers of Tamil Eelam (LTTE),Government (General),52.925560465320395
5110,199911200002,1999,11,20,Pakistan,Punjab,Lahore,31.505470000000003,74.34288000000001,Unknown,Private Citizens & Property,60.44504046438079
5111,199911220002,1999,11,22,India,Tripura,Bangdar,23.940848000000003,91.988153,National Liberation Front of Tripura (NLFT),Police,32.301278828248016
5112,199911230002,1999,11,23,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,Unknown,Government (General),60.44504046438079
5113,199911250005,1999,11,25,India,Jammu and Kashmir,Pattan district,34.160470000000004,74.555116,Unknown,Military,60.44504046438079
5114,199911270003,1999,11,27,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,Unknown,Military,60.44504046438079
5115,199911280005,1999,11,27,India,Jammu and Kashmir,Bandipora,34.419807,74.63561,Militants,Government (General),29.924167513087582
5116,199911290001,1999,11,29,Pakistan,Sindh,Hyderabad,25.389288,68.357338,Others,Transportation,10.932735893772879
5117,199911290005,1999,11,29,India,Nagaland,Kohima district,25.6701,94.1077,National Socialist Council of Nagaland,Government (General),26.505690064724405
5118,199912060003,1999,12,6,India,West Bengal,Krishnanagar,23.401281,88.50155699999999,Others,Private Citizens & Property,9.355821173044339
5119,199912080001,1999,12,8,Sri Lanka,Eastern,Kalmunai,7.414383,81.83063299999999,Liberation Tigers of Tamil Eelam (LTTE),Private Citizens & Property,52.925560465320395
5120,199912080002,1999,12,8,India,Tripura,North Tripura district,24.079714000000003,92.263039,National Liberation Front of Tripura (NLFT),Private Citizens & Property,32.301278828248016
5121,199912120002,1999,12,12,India,Andhra Pradesh,Rajampet,14.186479,79.151326,People's War Group (PWG),Transportation,33.50149300480944
5122,199912150001,1999,12,15,India,Gujarat,Patan,23.849325,72.126626,Hizbul Mujahideen (HM),Police,39.36770835642332
5123,199912150002,1999,12,15,India,Jammu and Kashmir,Dungiwatcha,34.312414000000004,74.34524300000001,Lashkar-e-Taiba (LeT),Military,42.7217714321123
5124,199912150003,1999,12,13,Sri Lanka,Eastern,Chavakachcheri,9.659069,80.131693,Liberation Tigers of Tamil Eelam (LTTE),Military,52.925560465320395
5125,199912160001,1999,12,16,India,Andhra Pradesh,Kammarpally,18.835472,78.509532,People's War Group (PWG),Private Citizens & Property,33.50149300480944
5126,199912170004,1999,12,17,Pakistan,Azad Kashmir,Islamgarh,33.193913,73.832892,Unknown,Private Citizens & Property,60.44504046438079
5127,199912170005,1999,12,17,Pakistan,Azad Kashmir,Islamgarh,33.193913,73.832892,Unknown,Private Citizens & Property,60.44504046438079
5128,199912180001,1999,12,18,Sri Lanka,Western,Colombo,6.941837,79.861687,Liberation Tigers of Tamil Eelam (LTTE),Government (General),52.925560465320395
5129,199912180002,1999,12,18,Sri Lanka,Western,Ja-Ela,7.0796779999999995,79.890976,Liberation Tigers of Tamil Eelam (LTTE),Violent Political Party,52.925560465320395
5130,199912200001,1999,12,20,India,Andhra Pradesh,Nizamabad District,18.510022,78.29530799999999,People's War Group (PWG),Government (General),33.50149300480944
5131,199912220001,1999,12,22,India,Jammu and Kashmir,Anantnag,33.732215999999994,75.157913,Unknown,Government (General),60.44504046438079
5132,199912240002,1999,12,24,Nepal,Central,Kathmandu,27.708754,85.329498,Others,Airports & Aircraft,12.156064792086193
5133,199912280002,1999,12,28,India,Jammu and Kashmir,Jammu,32.726602,74.857026,Unknown,Transportation,60.44504046438079
5134,199912290001,1999,12,29,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,Unknown,Police,60.44504046438079
5135,200001010003,2000,1,1,India,Jammu and Kashmir,Udhampur,32.925224,75.135264,Lashkar-e-Taiba (LeT),Police,42.7217714321123
5136,200001010006,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Private Citizens & Property,60.44504046438079
5137,200001010012,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Private Citizens & Property,60.44504046438079
5138,200001010013,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Private Citizens & Property,60.44504046438079
5139,200001010014,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Violent Political Party,60.44504046438079
5140,200001010015,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Private Citizens & Property,60.44504046438079
5141,200001010016,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Police,60.44504046438079
5142,200001010017,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Government (General),60.44504046438079
5143,200001010018,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Police,60.44504046438079
5144,200001010019,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Government (General),60.44504046438079
5145,200001010020,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Private Citizens & Property,60.44504046438079
5146,200001010021,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Transportation,60.44504046438079
5147,200001010022,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Government (General),60.44504046438079
5148,200001010024,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Private Citizens & Property,60.44504046438079
5149,200001010025,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Private Citizens & Property,60.44504046438079
5150,200001010026,2000,1,1,Bangladesh,Chittagong,Chittagong,22.341896,91.815117,Unknown,Government (General),60.44504046438079
5151,200001030003,2000,1,3,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,Unknown,Private Citizens & Property,60.44504046438079
5152,200001050004,2000,1,5,Sri Lanka,Western,Colombo,6.941837,79.861687,Unknown,Government (General),60.44504046438079
5153,200001050005,2000,1,5,Sri Lanka,Western,Colombo,6.941837,79.861687,Liberation Tigers of Tamil Eelam (LTTE),Government (General),52.925560465320395
5154,200001060003,2000,1,6,India,Delhi,New Delhi,28.585835999999997,77.153336,Unknown,Transportation,60.44504046438079
5155,200001070001,2000,1,7,India,Andhra Pradesh,Unknown,16.690932999999998,79.567945,People's War Group (PWG),Government (General),33.50149300480944
5156,200001110003,2000,1,11,India,Andhra Pradesh,Kaghaznagar,19.351868,79.481219,People's War Group (PWG),Police,33.50149300480944
5157,200001120005,2000,1,12,India,Jammu and Kashmir,Khanabal,33.741093,75.129728,Lashkar-e-Taiba (LeT),Military,42.7217714321123
5158,200001130004,2000,1,13,Sri Lanka,Eastern,Batticaloa,7.733107,81.68881999999999,Liberation Tigers of Tamil Eelam (LTTE),Private Citizens & Property,52.925560465320395
5159,200001140002,2000,1,14,Nepal,Mid-Western,Liwang,28.3,82.633333,Unknown,Private Citizens & Property,60.44504046438079
5160,200001140005,2000,1,14,Sri Lanka,Northern,Jaffna,9.666399,80.020477,Unknown,Government (General),60.44504046438079
5161,200001160004,2000,1,16,India,Tripura,Jirania,23.826754,91.431903,National Liberation Front of Tripura (NLFT),Private Citizens & Property,32.301278828248016
5162,200001180002,2000,1,18,Sri Lanka,Western,Colombo,6.941837,79.861687,Unknown,Police,60.44504046438079
5163,200001190003,2000,1,19,India,Assam,Unknown,26.275268,92.953375,Unknown,Transportation,60.44504046438079
5164,200001200001,2000,1,20,Sri Lanka,North Central,Morawewa,8.589444,80.835,Liberation Tigers of Tamil Eelam (LTTE),Police,52.925560465320395
5165,200001240005,2000,1,24,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,Muslim extremists,Military,34.638027193715416
5166,200001240008,2000,1,24,Sri Lanka,Eastern,Kokkadichcholai,7.612269,81.70897,Liberation Tigers of Tamil Eelam (LTTE),Private Citizens & Property,52.925560465320395
5167,200001260001,2000,1,26,Nepal,Central,Kalimati,27.708754,85.329498,Others,Police,9.455821173044338
5168,200001260002,2000,1,26,India,Jammu and Kashmir,Doda,33.14575,75.548049,Unknown,Government (General),60.44504046438079
5169,200001270001,2000,1,27,Sri Lanka,Northern,Vavuniya,8.757816,80.48790699999999,Unknown,Government (General),60.44504046438079
5170,200001270003,2000,1,27,India,Jammu and Kashmir,Jammu,32.726602,74.857026,Unknown,Government (General),60.44504046438079
5171,200001270004,2000,1,27,Nepal,Mid-Western,Khalanga,28.739646999999998,82.203988,Unknown,Police,60.44504046438079
5172,200001280001,2000,1,28,India,Jammu and Kashmir,Jammu,32.726602,74.857026,Unknown,Private Citizens & Property,60.44504046438079
5173,200001280004,2000,1,28,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Religious Figures/Institutions,60.44504046438079
5174,200001280005,2000,1,28,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Government (General),60.44504046438079
5175,200001300006,2000,1,30,Sri Lanka,North Western,Polgahawela,7.3288470000000006,80.30469699999999,Liberation Tigers of Tamil Eelam (LTTE),Transportation,52.925560465320395
5176,200001310001,2000,12,31,Nepal,Central,Kathmandu,27.708754,85.329498,Unknown,Government (General),60.44504046438079
5177,200001310002,2000,1,31,India,Tripura,Unknown,23.940848000000003,91.988153,Others,Private Citizens & Property,11.547120978032831
5178,200001310003,2000,1,31,India,Tripura,Atharobola,23.610792,91.445885,Others,Private Citizens & Property,11.547120978032831
5179,200002010001,2000,1,31,India,Tripura,Paharpur,23.485379000000002,91.778227,National Liberation Front of Tripura (NLFT),Private Citizens & Property,32.301278828248016
5180,200002030001,2000,2,3,Sri Lanka,Western,Colombo,6.941837,79.861687,Liberation Tigers of Tamil Eelam (LTTE),Transportation,52.925560465320395
5181,200002050004,2000,2,5,Pakistan,Sindh,Hyderabad,25.389288,68.357338,Unknown,Private Citizens & Property,60.44504046438079
5182,200002080001,2000,2,8,India,Jammu and Kashmir,Gaichta-Dudsunbala,33.778175,76.576171,Unknown,Military,60.44504046438079
5183,200002090001,2000,2,9,Sri Lanka,Northern,Jaffna,9.666399,80.020477,Liberation Tigers of Tamil Eelam (LTTE),Military,52.925560465320395
5184,200002100001,2000,2,10,India,West Bengal,Bhaira,23.055626,88.252202,Unknown,Transportation,60.44504046438079
5185,200002100002,2000,2,10,Sri Lanka,Uva,Badulla,6.9934009999999995,81.05498100000001,Unknown,Transportation,60.44504046438079
5186,200002100003,2000,2,10,India,Jammu and Kashmir,Souch Palpora,34.135101,74.495056,Others,Police,14.989140354215243
5187,200002120001,2000,2,8,Sri Lanka,Western,Colombo,6.941837,79.861687,Liberation Tigers of Tamil Eelam (LTTE),Transportation,52.925560465320395
5188,200002170001,2000,2,17,India,Jammu and Kashmir,Sumbal,34.225807,74.64102199999999,Hizbul Mujahideen (HM),Military,39.36770835642332
5189,200002180001,2000,2,18,India,Jammu and Kashmir,Kahlil,33.963889,75.15,Separatists,Police,33.980609521919135
5190,200002180002,2000,2,18,India,Jammu and Kashmir,Bijbehara,33.789497,75.103386,Separatists,Military,33.980609521919135
5191,200002180004,2000,2,18,India,Andhra Pradesh,Tarigonda,13.693315,78.62839699999999,People's War Group (PWG),Police,33.50149300480944
5192,200002190001,2000,2,19,Nepal,Mid-Western,Gharati Gaun,28.361696000000002,82.488843,Communist Party of Nepal- Maoist (CPN-M),Police,34.09545768010673
5193,200002200001,2000,2,20,India,Madhya Pradesh,Bustar,22.973423,78.656894,People's War Group (PWG),Police,33.50149300480944
5194,200002200006,2000,2,20,India,Bihar,Madhepura,25.92869,86.790976,Others,Government (General),6.236945348176137
5195,200002200009,2000,2,20,India,Tripura,Bishramganj,23.843841,91.330052,National Liberation Front of Tripura (NLFT),Private Citizens & Property,32.301278828248016
5196,200002220007,2000,2,22,India,Bihar,Manipur,25.045856,84.0762,Tribesmen,Military,21.62070252272059
5197,200002260001,2000,2,26,Sri Lanka,North Central,Anuradhapura,8.345185,80.388133,Liberation Tigers of Tamil Eelam (LTTE),Government (General),52.925560465320395
5198,200002270002,2000,2,27,India,Delhi,New Delhi,28.585835999999997,77.153336,Unknown,Private Citizens & Property,60.44504046438079
5199,200002270004,2000,2,27,India,Uttaranchal,Bahajan,29.786284999999996,79.314867,United Liberation Front of Assam (ULFA),Government (General),41.301458151996584
5200,200003020003,2000,3,2,Bangladesh,Dhaka,Dhaka,23.791275,90.418205,Unknown,Business,60.44504046438079
5201,200003020004,2000,3,1,Sri Lanka,Northern,Jaffna,9.666399,80.020477,Liberation Tigers of Tamil Eelam (LTTE),Government (General),52.925560465320395
5202,200003030002,2000,3,3,India,Punjab,Tarkhan Majra,30.615375,76.36228100000001,Separatists,Private Citizens & Property,33.980609521919135
5203,200003040002,2000,3,4,India,Bihar,Kachnar,25.96977,84.359717,People's War Group (PWG),Military,33.50149300480944
5204,200003040003,2000,3,4,India,Bihar,Laxmipur,26.719955,84.463206,Naxalites,Private Citizens & Property,33.113030147956785
5205,200003050003,2000,3,5,India,Jammu and Kashmir,Badampura,33.778175,76.576171,Unknown,Military,60.44504046438079
5206,200003070002,2000,3,7,India,Andhra Pradesh,Ghatkesar,17.45252,78.683477,Naxalites,Government (General),33.113030147956785
5207,200003070003,2000,3,7,India,Assam,Majuli Bargora,27.516807,95.6146,United Liberation Front of Assam (ULFA),Police,41.301458151996584
5208,200003100001,2000,3,10,Sri Lanka,Western,Colombo,6.910912,79.887803,Liberation Tigers of Tamil Eelam (LTTE),Police,52.925560465320395
5209,200003100002,2000,3,10,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Government (General),60.44504046438079
5210,200003110002,2000,3,11,India,Bihar,Bardiha,25.802255,85.556063,People's War Group (PWG),Military,33.50149300480944
5211,200003140002,2000,3,14,India,Jammu and Kashmir,Thanamandi,33.538588,74.369286,Lashkar-e-Taiba (LeT),Military,42.7217714321123
5212,200003160004,2000,3,16,India,Delhi,New Delhi,28.585835999999997,77.153336,Unknown,Private Citizens & Property,60.44504046438079
5213,200003180002,2000,3,18,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,Unknown,Journalists & Media,60.44504046438079
5214,200003210002,2000,3,21,India,Jammu and Kashmir,Chadisinghpoora,33.778175,76.576171,Lashkar-e-Taiba (LeT),Private Citizens & Property,42.7217714321123
5215,200003210003,2000,3,0,India,Tamil Nadu,Cuddalore,11.756356,79.763486,Others,Transportation,8.585505340619079
5216,200003240001,2000,3,24,India,Punjab,Kot Budha,31.866771000000004,75.339792,Unknown,Private Citizens & Property,60.44504046438079
5217,200003270001,2000,3,27,Sri Lanka,Eastern,Mamunai,9.661389,80.358889,Liberation Tigers of Tamil Eelam (LTTE),Military,52.925560465320395
5218,200003270002,2000,3,27,Sri Lanka,North Western,Thalaiyadi,8.005377000000001,79.84368,Liberation Tigers of Tamil Eelam (LTTE),Military,52.925560465320395
5219,200003280001,2000,3,28,Pakistan,Federally Administered Tribal Areas,Torkham,34.120224,71.101242,Unknown,Private Citizens & Property,60.44504046438079
5220,200003280002,2000,3,28,Nepal,Central,Rautahat district,27.04869,85.313622,Maoists,Government (General),46.548636158096706
5221,200003310001,2000,3,31,Nepal,Western,Harmi,28.091573999999998,84.53794599999999,Communist Party of Nepal- Maoist (CPN-M),Police,34.09545768010673
5222,200004020002,2000,4,2,Nepal,Central,Kathmandu,27.708754,85.329498,Maoists,Private Citizens & Property,46.548636158096706
5223,200004040002,2000,4,4,Sri Lanka,Eastern,Kittuoothu,8.6325,81.11,Liberation Tigers of Tamil Eelam (LTTE),Military,52.925560465320395
5224,200004050001,2000,4,5,India,Andhra Pradesh,Hyderabad,17.376812,78.487812,Unknown,Government (General),60.44504046438079
5225,200004050002,2000,4,5,Pakistan,Sindh,Hyderabad,25.389288,68.357338,Unknown,Government (General),60.44504046438079
5226,200004070001,2000,4,7,Pakistan,Punjab,Rawalpindi,33.594013000000004,73.06907700000001,Unknown,Tourists,60.44504046438079
5227,200004070002,2000,4,7,Pakistan,Punjab,Lahore,31.505470000000003,74.34288000000001,Unknown,Transportation,60.44504046438079
5228,200004090004,2000,4,9,India,Tripura,Unknown,23.940848000000003,91.988153,National Liberation Front of Tripura (NLFT),Government (General),32.301278828248016
5229,200004090005,2000,4,9,India,Tripura,Unknown,23.940848000000003,91.988153,National Liberation Front of Tripura (NLFT),Government (General),32.301278828248016
5230,200004090006,2000,4,9,India,Tripura,Jampui,23.934847,92.277519,National Liberation Front of Tripura (NLFT),Government (General),32.301278828248016
5231,200004090007,2000,4,9,India,Tripura,Unknown,23.940848000000003,91.988153,National Liberation Front of Tripura (NLFT),Government (General),32.301278828248016
5232,200004090008,2000,4,9,India,Tripura,Unknown,23.940848000000003,91.988153,National Liberation Front of Tripura (NLFT),Government (General),32.301278828248016
5233,200004100003,2000,4,9,India,Tripura,Belbari,23.790546,91.469337,National Liberation Front of Tripura (NLFT),Government (General),32.301278828248016
5234,200004120003,2000,4,12,India,Jammu and Kashmir,Rawalpora,34.025935,74.79745799999999,Unknown,Military,60.44504046438079
5235,200004120004,2000,4,12,Pakistan,Punjab,Mallow Wali,32.222559000000004,74.450203,Unknown,Religious Figures/Institutions,60.44504046438079
5236,200004140002,2000,4,14,Nepal,Mid-Western,Gajul,28.326153,82.703591,Unknown,Violent Political Party,60.44504046438079
5237,200004150005,2000,4,15,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,Unknown,Journalists & Media,60.44504046438079
5238,200004160001,2000,4,16,Sri Lanka,Northern,Vavuniya,8.757816,80.48790699999999,Unknown,Transportation,60.44504046438079
5239,200004160002,2000,4,16,Nepal,Western,Kale Daanda,28.16527,83.93208100000001,Communist Party of Nepal- Maoist (CPN-M),Violent Political Party,34.09545768010673
5240,200004180001,2000,4,18,India,Tripura,Jampuijala,23.71489,91.448302,National Liberation Front of Tripura (NLFT),Private Citizens & Property,32.301278828248016
5241,200004190002,2000,4,19,India,Jammu and Kashmir,Sopore,34.288891,74.46371500000001,Jaish-e-Mohammad (JeM),Military,31.493542714073783
5242,200004190003,2000,4,19,India,Jammu and Kashmir,Sopore,34.288891,74.46371500000001,Unknown,Military,60.44504046438079
5243,200004190004,2000,4,19,India,Tripura,Laxmipur,23.955541,92.218748,National Liberation Front of Tripura (NLFT),Private Citizens & Property,32.301278828248016
5244,200004230001,2000,4,24,India,Assam,Khoiphuta,26.257281,93.012702,Others,Private Citizens & Property,15.902733645389915
5245,200004240004,2000,4,24,Pakistan,Balochistan,Quetta,30.200819,66.994354,Unknown,Government (General),60.44504046438079
5246,200004240005,2000,4,24,Pakistan,Balochistan,Quetta,30.200819,66.994354,Unknown,Government (General),60.44504046438079
5247,200004240006,2000,4,24,Pakistan,Balochistan,Quetta,30.200819,66.994354,Unknown,Government (General),60.44504046438079
